777,ROGO RUMA,398
778,ROGO SABON GARI,398
779,RUWAN BAGO,398
780,ZAREWA,398
781,ZOZA,398
782,ALAJAWA,399
783,DUTSEN-BAKOSHI,399
784,FARURUWA,399
785,GORON DUTSE,399
786,KADAMU,399
787,KOKIYA,399
788,LENI,399
789,SHAKOGI,399
790,SHANONO,399
791,TSAURE,399
792,GALA,400
793,GANI,400
794,GARFA,400
795,GEDIYA,400
796,KANAWA,400
797,MAGAMI,400
798,MASU,400
799,RIMI,400
800,RUMO,400
801,SITTI,400
802,SUMAILA,400
803,BAGWARO,401
804,DURBUNDE,401
805,FAJEWA,401
806,FALALI,401
807,FARURUWA,401
808,KACHAKO,401
809,KARFI,401
810,KUKA,401
811,TAKAI,401
812,ZUGA,401
813,BABBAN GIJI,402
814,DARMANAWA,402
815,DAURAWA,402
816,GYADI-GYADI AREWA,402
817,GYADI-GYADI KUDU,402
818,HOTORO (NNPC),402
819,KAUYEN  ALU,402
820,TARAUNI,402
821,UNGUWA  UKU,402
822,UNGUWAR GANO,402
823,DINDERE,403
824,DOKA,403
825,GAJIDA,403
826,GINSAWA,403
827,JANGUZA,403
828,JAUBEN KUDU,403
829,KWAMI,403
830,LAMBU,403
831,LANGEL,403
832,TOFA,403
833,UNGUWAR RIMI,403
834,WANGARA,403
835,YALWA KARAMA,403
836,YANOKO,403
837,YARIMAWA,403
838,DADDARAWA,404
839,DUNBULUN,404
840,GOZAKI,404
841,GURUN,404
842,KABAGIWA,404
843,TATSAN,404
844,TSANYAWA,404
845,YANGANAU,404
846,YANKAMAYE,404
847,ZAROGI,404
848,BABURI,405
849,BURUMBURUM,405
850,DALAWA,405
851,JANDUTSE,405
852,JITA,405
853,KAREFA,405
854,NATAALA,405
855,SABON GARI,405
856,SHUWAKI,405
857,TSOHOGARI,405
858,YARYASA,405
859,BACHIRAWA,406
860,GAYAWA,406
861,KADAWA,406
862,KARO,406
863,PANISAU,406
864,RANGAZA,406
865,RIJIYAR ZAKI,406
866,TUDUN FULANI,406
867,UNGOGO,406
868,YADAKUNYA,406
869,ZANGO,406
870,AMARAWA,407
871,DANLASAN,407
872,GARIN DAU,407
873,GOGEL,407
874,IMAWA,407
875,J/GALADIMA,407
876,JEMAGU,407
877,JIGAWA,407
878,KATARKAWA,407
879,MADARI MATA,407
880,TAMBURAWAR GABAS,407
881,TANGAR,407
882,WARAWA,407
883,YAN DALLA,407
884,YANGIZO,407
885,ACHIKA,408
886,DAGUMAWA,408
887,DANKAZA,408
888,DARKI,408
889,INDABO,408
890,KAUSANI,408
891,LAJAWA,408
892,SABON GARI,408
893,UTAI,408
894,WUDIL,408
895,BAKORI A,409
896,BAKORI B,409
897,BARDE/KWANTAKWARAN,409
898,DAWAN MUSA,409
899,GUGA,409
900,JARGABA,409
901,KABOMO,409
902,KAKUMI,409
903,KANDARAWA,409
904,KURAMI/YANKWANI,409
905,TSIGA,409
906,AJIWA,410
907,BAKIYAWA,410
908,BARAWA,410
909,BATAGARAWA A,410
910,BATAGARAWA B,410
911,DANDAGORO,410
912,JINO,410
913,KAYAUKI,410
914,TSANNI,410
915,YARGAMJI,410
916,ABADAU/KAGARA,411
917,BATSARI,411
918,DAN. ALH/YANGAIYA,411
919,DARINI/MAGAJI/ABU,411
920,KANDAWA,411
921,KARARE,411
922,MADOGARA,411
923,MANAWA,411
924,RUMA,411
925,WAGINI,411
926,YAUYAU/MALLAMAWA,411
927,AGALA,412
928,BABBAN MUTUM,412
929,BAURE,412
930,GARKI,412
931,HUI,412
932,KAGARA/FASKI,412
933,MAI BARA,412
934,MUDURI,412
935,TARAMNAWA/BARE,412
936,UNGUWAR RAI,412
937,YANDUNA,412
938,YANMAULU,412
939,BAURE,413
940,BINDAWA,413
941,DORO,413
942,FARU/DALLAJI,413
943,GAIWA,413
944,GIREMAWA,413
945,"JIBAWA/R,BADE",413
946,KAMRI,413
947,SHIBDAWA,413
948,TAMA/DAYE,413
949,YANGORA,413
950,BANYE,414
951,CHARANCHI,414
952,DOKA,414
953,GANUWA,414
954,KODA,414
955,KURAYE,414
956,MAJEN WAYYA,414
957,RADDA,414
958,SAFANA,414
959,TSAKATSA,414
960,DANDUME A,415
961,DANDUME B,415
962,DANTANKARI,415
963,MAGAJI WANDO A,415
964,MAGAJI WANDO B,415
965,MAHUTA A,415
966,MAHUTA B,415
967,MAHUTA C,415
968,NASARAWA,415
969,TUMBURKAI A,415
970,TUMBURKAI B,415
971,DABAI,416
972,DANJA A,416
973,DANJA B,416
974,JIBA,416
975,KAHUTU A,416
976,KAHUTU B,416
977,TANDAMA,416
978,TSANGAMAWA,416
979,YAKAJI A,416
980,YAKAJI B,416
981,DAN ALI,417
982,DAN ALKIMA,417
983,DAN MUSA A,417
984,DAN MUSA B,417
985,DANDIRE A,417
986,DANDIRE B,417
987,MAI DABINO A,417
988,MAI DABINO B,417
989,MARA,417
990,YAN-TUMAKI A,417
991,YAN-TUMAKI B,417
992,KUSUGU,418
993,MADOBI A,418
994,MADOBI B,418
995,MAZOJI A,418
996,MAZOJI B,418
997,SABON GARI,418
998,SARKIN YARA A,418
999,SARKIN YARA B,418
1000,TUDUN WADA,418
1001,UBANDAWAKI A,418
1002,UNBADAWAKI B,418
1003,DAN AUNAI,419
1004,DUTSI A,419
1005,DUTSI B,419
1006,KAYAWA,419
1007,RUWANKAYA A,419
1008,RUWANKAYA B,419
1009,SIRIKA A,419
1010,SIRIKA B,419
1011,YAMEL A,419
1012,YAMEL B,419
1013,BAGAGADI,420
1014,DABAWA,420
1015,DUTSIN-MA A,420
1016,DUTSIN-MA B,420
1017,KAROFI A,420
1018,KAROFI B,420
1019,KUKI A,420
1020,KUKI B,420
1021,KUTAWA,420
1022,MAKERA,420
1023,SHEMA,420
1024,DAUDAWA,421
1025,FASKARI,421
1026,MAIGORA,421
1027,MAIRUWA,421
1028,RUWAN GODIYA,421
1029,SABONLAYI/GALADIMA,421
1030,SHEME,421
1031,TAFOKI,421
1032,YANKARA,421
1033,YARMALAMAI,421
1034,DANDUTSE,422
1035,DUKKE,422
1036,GOYA,422
1037,MAI GAMJI,422
1038,MAKERA,422
1039,MASKA,422
1040,SABON GARI,422
1041,TUDUN IYA,422
1042,UNG IBRAHIM,422
1043,UNGUWAR MUSA,422
1044,UNGUWAR RABIU,422
1045,AGAYAWA,423
1046,BARERUWA/RURUMA,423
1047,BIDORE/YAYA,423
1048,DARA,423
1049,DAUNAKA/B.KWARI,423
1050,DUGUL,423
1051,INGAWA,423
1052,JOBE/KANDAWA,423
1053,KURFEJI/YANKAURA,423
1054,MANOMAWA/KAFI,423
1055,YANDOMA,423
1056,BUGAJE,424
1057,FARFARU,424
1058,FARU,424
1059,G/BAURE/MALLAMAWA,424
1060,GANGARA,424
1061,JIBIA A,424
1062,JIBIA B,424
1063,KUSA,424
1064,MAZANYA/MAGAMA,424
1065,RIKO,424
1066,YANGAIYA,424
1067,DANTUTTURE,425
1068,DUTSIN KURA/KANYA,425
1069,GAMZAGO,425
1070,GOZAKI,425
1071,KAFUR,425
1072,MAHUTA,425
1073,MASARI,425
1074,SABUWAR KASA,425
1075,YARI BORI,425
1076,YARTALATA/RIGOJI,425
